"ActivityLabel" "Subject" "tBodyAccmeanX" "tBodyAccmeanY" "tBodyAccmeanZ" "tBodyAccstdX" "tBodyAccstdY" "tBodyAccstdZ" "tGravityAccmeanX" "tGravityAccmeanY" "tGravityAccmeanZ" "tGravityAccstdX" "tGravityAccstdY" "tGravityAccstdZ" "tBodyAccJerkmeanX" "tBodyAccJerkmeanY" "tBodyAccJerkmeanZ" "tBodyAccJerkstdX" "tBodyAccJerkstdY" "tBodyAccJerkstdZ" "tBodyGyromeanX" "tBodyGyromeanY" "tBodyGyromeanZ" "tBodyGyrostdX" "tBodyGyrostdY" "tBodyGyrostdZ" "tBodyGyroJerkmeanX" "tBodyGyroJerkmeanY" "tBodyGyroJerkmeanZ" "tBodyGyroJerkstdX" "tBodyGyroJerkstdY" "tBodyGyroJerkstdZ" "tBodyAccMagmean" "tBodyAccMagstd" "tGravityAccMagmean" "tGravityAccMagstd" "tBodyAccJerkMagmean" "tBodyAccJerkMagstd" "tBodyGyroMagmean" "tBodyGyroMagstd" "tBodyGyroJerkMagmean" "tBodyGyroJerkMagstd" "fBodyAccmeanX" "fBodyAccmeanY" "fBodyAccmeanZ" "fBodyAccstdX" "fBodyAccstdY" "fBodyAccstdZ" "fBodyAccJerkmeanX" "fBodyAccJerkmeanY" "fBodyAccJerkmeanZ" "fBodyAccJerkstdX" "fBodyAccJerkstdY" "fBodyAccJerkstdZ" "fBodyGyromeanX" "fBodyGyromeanY" "fBodyGyromeanZ" "fBodyGyrostdX" "fBodyGyrostdY" "fBodyGyrostdZ" "fBodyAccMagmean" "fBodyAccMagstd" "fBodyBodyAccJerkMagmean" "fBodyBodyAccJerkMagstd" "fBodyBodyGyroMagmean" "fBodyBodyGyroMagstd" "fBodyBodyGyroJerkMagmean" "fBodyBodyGyroJerkMagstd"
"STANDING" 4 0.2805 -0.0095 -0.0962 -0.9769 -0.8616 -0.8969 0.9562 -0.0759 0.1669 -0.9729 -0.9176 -0.8994 0.0721 -0.0065 -0.0212 -0.9726 -0.9384 -0.9731 -0.0306 -0.0618 0.0756 -0.9097 -0.9492 -0.91 -0.1031 -0.0461 -0.0491 -0.9496 -0.9761 -0.958 -0.9065 -0.891 -0.9065 -0.891 -0.9634 -0.9582 -0.901 -0.8851 -0.9676 -0.9643 -0.9735 -0.8895 -0.9316 -0.9787 -0.8574 -0.8876 -0.9723 -0.9376 -0.9686 -0.9757 -0.9441 -0.9762 -0.9055 -0.956 -0.9153 -0.9125 -0.9458 -0.9167 -0.9176 -0.8953 -0.9561 -0.96 -0.9142 -0.8872 -0.9645 -0.9664
"STANDING" 5 0.2825 -0.007 -0.1022 -0.9686 -0.8694 -0.8693 0.9602 -0.0387 0.1386 -0.9741 -0.932 -0.9146 0.0725 -0.0022 -0.0123 -0.9626 -0.9312 -0.9638 -0.0323 -0.051 0.0691 -0.9104 -0.9337 -0.9075 -0.0922 -0.0399 -0.0422 -0.9419 -0.9612 -0.9448 -0.9061 -0.8798 -0.9061 -0.8798 -0.9569 -0.943 -0.9007 -0.867 -0.9584 -0.948 -0.9645 -0.8908 -0.9151 -0.9707 -0.8679 -0.8582 -0.9631 -0.9314 -0.9584 -0.9658 -0.9362 -0.9681 -0.9097 -0.9394 -0.9072 -0.9128 -0.9319 -0.9168 -0.9046 -0.8867 -0.9418 -0.9436 -0.9045 -0.8689 -0.9523 -0.9462
"STANDING" 6 0.2803 -0.0181 -0.1122 -0.9818 -0.9215 -0.9257 0.9451 -0.2303 0.0139 -0.9856 -0.9684 -0.9428 0.0731 0.0087 -0.0048 -0.9731 -0.9494 -0.9675 -0.0283 -0.059 0.0767 -0.9476 -0.9425 -0.9478 -0.1033 -0.0429 -0.0506 -0.9464 -0.9624 -0.9628 -0.945 -0.9393 -0.945 -0.9393 -0.9671 -0.9561 -0.9394 -0.9159 -0.9634 -0.9525 -0.9771 -0.9303 -0.9429 -0.9841 -0.9214 -0.9221 -0.9735 -0.9514 -0.9637 -0.9752 -0.9507 -0.9699 -0.9316 -0.9433 -0.9432 -0.9528 -0.9425 -0.9545 -0.9459 -0.9446 -0.9559 -0.9554 -0.9267 -0.9231 -0.9554 -0.9521
"STANDING" 7 0.2827 -0.0146 -0.0998 -0.9793 -0.9234 -0.9171 0.9587 -0.1176 -0.0517 -0.9879 -0.9662 -0.9392 0.0752 0.0069 -0.0108 -0.9764 -0.9658 -0.9721 -0.0292 -0.0774 0.0851 -0.9452 -0.9496 -0.9516 -0.0902 -0.0413 -0.0545 -0.966 -0.9768 -0.9782 -0.9427 -0.9336 -0.9427 -0.9336 -0.9734 -0.9686 -0.9434 -0.9184 -0.9774 -0.9721 -0.9767 -0.9419 -0.9386 -0.9805 -0.9191 -0.9124 -0.9763 -0.9672 -0.9682 -0.9787 -0.9669 -0.9745 -0.9381 -0.9575 -0.9572 -0.9479 -0.9458 -0.9543 -0.9456 -0.9373 -0.9674 -0.9691 -0.9387 -0.9198 -0.9737 -0.9719
"STANDING" 8 0.2796 -0.0148 -0.1061 -0.9888 -0.9385 -0.9261 0.9577 -0.0905 -0.0979 -0.9877 -0.9589 -0.9183 0.0754 0.0081 0.0032 -0.9892 -0.9764 -0.9826 -0.022 -0.028 0.0637 -0.973 -0.9694 -0.9741 -0.0978 -0.0485 -0.0478 -0.9816 -0.9855 -0.9893 -0.9538 -0.9372 -0.9538 -0.9372 -0.9849 -0.9799 -0.9528 -0.9532 -0.9876 -0.9825 -0.9882 -0.95 -0.9504 -0.9892 -0.9362 -0.9197 -0.989 -0.9762 -0.9795 -0.9904 -0.9786 -0.9845 -0.9697 -0.9726 -0.9755 -0.9742 -0.9681 -0.976 -0.9537 -0.9386 -0.9797 -0.9791 -0.9646 -0.9541 -0.9837 -0.9818
"STANDING" 9 0.2823 -0.02 -0.0953 -0.9757 -0.9386 -0.9193 0.9613 -0.0104 0.0091 -0.9891 -0.9726 -0.9322 0.076 0.0131 -0.0047 -0.97 -0.9638 -0.9706 -0.0292 -0.0608 0.0992 -0.922 -0.946 -0.9399 -0.0959 -0.0419 -0.0576 -0.9491 -0.975 -0.9697 -0.9452 -0.9361 -0.9452 -0.9361 -0.9695 -0.9638 -0.921 -0.9083 -0.9698 -0.9653 -0.9717 -0.9448 -0.9417 -0.9776 -0.9388 -0.9139 -0.9713 -0.9626 -0.9671 -0.9713 -0.9682 -0.9726 -0.917 -0.9545 -0.9415 -0.9247 -0.942 -0.9449 -0.9463 -0.9403 -0.9632 -0.9636 -0.9298 -0.9109 -0.9675 -0.9648
"STANDING" 10 0.2767 -0.0155 -0.108 -0.9784 -0.9196 -0.9413 0.954 -0.0432 0.0347 -0.9913 -0.9754 -0.9596 0.081 0.0119 -0.0049 -0.9643 -0.9413 -0.9764 -0.0282 -0.0877 0.1033 -0.9299 -0.9589 -0.9537 -0.1048 -0.0372 -0.0584 -0.9504 -0.9764 -0.9691 -0.952 -0.9373 -0.952 -0.9373 -0.9652 -0.9521 -0.9298 -0.9205 -0.9716 -0.9644 -0.9701 -0.9234 -0.9553 -0.9829 -0.9219 -0.9381 -0.9636 -0.9422 -0.9722 -0.9686 -0.9448 -0.9794 -0.924 -0.9603 -0.9509 -0.9323 -0.9584 -0.9589 -0.9401 -0.945 -0.9516 -0.9521 -0.9378 -0.923 -0.9656 -0.9651
"STANDING" 11 0.2777 -0.0172 -0.1087 -0.995 -0.9642 -0.9864 0.9565 -0.1731 0.1272 -0.9945 -0.981 -0.9894 0.076 0.0124 -7e-04 -0.9925 -0.9794 -0.9901 -0.0293 -0.0765 0.0811 -0.9802 -0.9942 -0.9806 -0.0995 -0.0396 -0.0525 -0.9867 -0.9956 -0.9907 -0.9849 -0.9803 -0.9849 -0.9803 -0.9892 -0.9889 -0.98 -0.9771 -0.9934 -0.9926 -0.9938 -0.9687 -0.9877 -0.9956 -0.9635 -0.986 -0.9924 -0.9793 -0.9885 -0.9934 -0.9812 -0.9904 -0.9783 -0.994 -0.9808 -0.981 -0.9944 -0.9823 -0.9823 -0.9815 -0.9886 -0.988 -0.9826 -0.9774 -0.993 -0.9923
"STANDING" 12 0.2774 -0.0169 -0.1055 -0.9812 -0.9231 -0.9207 0.9573 -0.2189 -0.0395 -0.9853 -0.9705 -0.9395 0.0745 0.01 -0.0079 -0.9724 -0.9532 -0.9756 -0.03 -0.07 0.0743 -0.8837 -0.9415 -0.9504 -0.0976 -0.041 -0.0483 -0.9554 -0.9712 -0.9737 -0.9415 -0.9352 -0.9415 -0.9352 -0.9688 -0.9627 -0.8881 -0.8523 -0.9693 -0.9619 -0.9765 -0.9328 -0.9472 -0.9836 -0.9229 -0.9142 -0.972 -0.9533 -0.9711 -0.9756 -0.9567 -0.9788 -0.8903 -0.9483 -0.9526 -0.8844 -0.9385 -0.9543 -0.9452 -0.9397 -0.9609 -0.9641 -0.9024 -0.85 -0.9631 -0.9629
"STANDING" 13 0.2778 -0.0168 -0.1121 -0.991 -0.9494 -0.9675 0.9427 -0.2399 -0.0525 -0.9922 -0.9747 -0.9768 0.0759 0.0076 -7e-04 -0.9876 -0.9777 -0.9869 -0.0295 -0.0753 0.0855 -0.9556 -0.9717 -0.9734 -0.0981 -0.0413 -0.0539 -0.9785 -0.981 -0.9852 -0.9716 -0.9685 -0.9716 -0.9685 -0.9868 -0.9819 -0.9578 -0.945 -0.9836 -0.9762 -0.9894 -0.9594 -0.9776 -0.9918 -0.9472 -0.964 -0.9882 -0.9778 -0.9846 -0.9882 -0.9794 -0.9879 -0.9572 -0.9729 -0.9744 -0.9558 -0.9714 -0.9755 -0.9724 -0.9704 -0.982 -0.9806 -0.9575 -0.9469 -0.9772 -0.9765
"STANDING" 14 0.2805 -0.0152 -0.1038 -0.9733 -0.9285 -0.9223 0.8753 -0.2267 -0.3382 -0.972 -0.9658 -0.9408 0.0738 0.0058 -0.0072 -0.9782 -0.9664 -0.9708 -0.0221 -0.0558 0.079 -0.9611 -0.9463 -0.9466 -0.1007 -0.045 -0.0509 -0.9699 -0.9707 -0.9747 -0.9435 -0.9367 -0.9435 -0.9367 -0.973 -0.9704 -0.9435 -0.9314 -0.9749 -0.9668 -0.9727 -0.9422 -0.9424 -0.9736 -0.9261 -0.9178 -0.9782 -0.9672 -0.9667 -0.9804 -0.9678 -0.9736 -0.9571 -0.9508 -0.951 -0.9627 -0.9443 -0.9502 -0.9497 -0.9398 -0.9702 -0.9697 -0.9444 -0.9348 -0.9692 -0.966
"STANDING" 15 0.2789 -0.0184 -0.1059 -0.9889 -0.9319 -0.9517 0.9655 -0.1647 0.0646 -0.9884 -0.9657 -0.9588 0.0752 0.0062 -0.0066 -0.9855 -0.9677 -0.9853 -0.0262 -0.066 0.0762 -0.9478 -0.9713 -0.9682 -0.1014 -0.0439 -0.0523 -0.9715 -0.9881 -0.9813 -0.9612 -0.9486 -0.9612 -0.9486 -0.9815 -0.98 -0.947 -0.9313 -0.9844 -0.9814 -0.9867 -0.9433 -0.9655 -0.9901 -0.9303 -0.9479 -0.9854 -0.9679 -0.9826 -0.9869 -0.9699 -0.9867 -0.9504 -0.9751 -0.9683 -0.9483 -0.9694 -0.9713 -0.9603 -0.9502 -0.9791 -0.9802 -0.9567 -0.9288 -0.9832 -0.9803
"STANDING" 16 0.2835 -0.0166 -0.1037 -0.9891 -0.9603 -0.9535 0.9416 -0.0579 -0.1667 -0.9854 -0.9806 -0.9596 0.0736 0.0121 -0.0048 -0.991 -0.9826 -0.9881 -0.0299 -0.0687 0.0867 -0.9734 -0.9801 -0.9824 -0.1001 -0.0425 -0.0544 -0.9871 -0.9926 -0.9927 -0.9699 -0.9573 -0.9699 -0.9573 -0.9892 -0.9868 -0.9725 -0.9641 -0.9928 -0.9908 -0.9894 -0.9693 -0.97 -0.9891 -0.9582 -0.9485 -0.991 -0.9824 -0.9861 -0.9918 -0.9842 -0.9887 -0.9732 -0.9836 -0.9836 -0.9739 -0.9784 -0.9835 -0.9711 -0.9572 -0.9865 -0.9859 -0.9754 -0.9636 -0.9912 -0.9907
"STANDING" 17 0.2779 -0.0174 -0.1114 -0.9912 -0.9682 -0.9705 0.9047 -0.2575 -0.2027 -0.9858 -0.9758 -0.9692 0.0741 0.0066 -0.004 -0.9921 -0.9867 -0.9912 -0.027 -0.0771 0.0881 -0.9814 -0.9851 -0.9855 -0.1013 -0.0405 -0.0546 -0.9893 -0.9937 -0.9923 -0.9776 -0.9754 -0.9776 -0.9754 -0.9917 -0.9904 -0.9782 -0.9777 -0.9937 -0.9924 -0.9909 -0.9742 -0.9802 -0.9913 -0.9664 -0.967 -0.9921 -0.9863 -0.9896 -0.9928 -0.9882 -0.9915 -0.9807 -0.9873 -0.986 -0.9818 -0.9839 -0.9867 -0.981 -0.9755 -0.9902 -0.9895 -0.9843 -0.9773 -0.9927 -0.9922
"STANDING" 18 0.2785 -0.0166 -0.1085 -0.992 -0.9542 -0.9619 0.9476 -0.2042 -0.0486 -0.9943 -0.9813 -0.976 0.0754 0.0105 -0.0018 -0.9894 -0.9753 -0.9885 -0.0266 -0.0732 0.0843 -0.9623 -0.9804 -0.9728 -0.0987 -0.0407 -0.0532 -0.982 -0.9912 -0.9863 -0.9726 -0.9723 -0.9726 -0.9723 -0.986 -0.986 -0.963 -0.9598 -0.9887 -0.9885 -0.9904 -0.9612 -0.9758 -0.9928 -0.9529 -0.9572 -0.9895 -0.9752 -0.9863 -0.9903 -0.9772 -0.9893 -0.9644 -0.9836 -0.9743 -0.9623 -0.9788 -0.9748 -0.9768 -0.9733 -0.985 -0.9863 -0.9724 -0.9591 -0.989 -0.9884
"STANDING" 19 0.2782 -0.0154 -0.109 -0.9899 -0.9444 -0.9526 0.944 -0.2239 0.1306 -0.9924 -0.9714 -0.9589 0.0754 0.0099 0.0013 -0.9848 -0.9705 -0.9861 -0.0251 -0.0631 0.0711 -0.9461 -0.9696 -0.9607 -0.099 -0.0423 -0.0524 -0.9751 -0.9881 -0.9835 -0.9605 -0.9625 -0.9605 -0.9625 -0.9831 -0.9796 -0.9417 -0.938 -0.9858 -0.9831 -0.9874 -0.9529 -0.9685 -0.9912 -0.9432 -0.9478 -0.985 -0.97 -0.9835 -0.9859 -0.9736 -0.9875 -0.9479 -0.9751 -0.9651 -0.9466 -0.967 -0.9632 -0.9689 -0.9643 -0.9791 -0.9792 -0.9586 -0.9367 -0.9845 -0.9822
"STANDING" 20 0.2781 -0.0181 -0.1004 -0.9672 -0.8754 -0.9131 0.9112 -0.3059 0.0709 -0.9819 -0.9575 -0.9424 0.0764 0.0117 -0.0061 -0.9595 -0.9356 -0.9589 -0.0241 -0.0698 0.0774 -0.8867 -0.9039 -0.9073 -0.102 -0.0432 -0.0518 -0.9216 -0.9476 -0.9487 -0.9224 -0.9107 -0.9224 -0.9107 -0.9566 -0.9385 -0.8837 -0.8437 -0.9479 -0.9263 -0.9619 -0.8982 -0.93 -0.9698 -0.8725 -0.911 -0.9597 -0.9357 -0.9527 -0.9631 -0.9405 -0.964 -0.881 -0.9106 -0.9114 -0.8905 -0.9012 -0.9149 -0.9212 -0.9187 -0.94 -0.936 -0.8794 -0.8491 -0.9296 -0.9272
"STANDING" 21 0.277 -0.0167 -0.1104 -0.9814 -0.9436 -0.9461 0.8812 -0.3462 -0.2077 -0.9829 -0.9777 -0.9586 0.0755 0.0101 -0.0033 -0.9771 -0.9639 -0.9779 -0.0192 -0.0738 0.0865 -0.9625 -0.956 -0.9593 -0.1032 -0.0404 -0.0538 -0.9719 -0.9768 -0.9754 -0.9588 -0.9569 -0.9588 -0.9569 -0.9748 -0.9716 -0.9498 -0.9456 -0.9769 -0.9762 -0.9783 -0.9497 -0.9603 -0.9829 -0.9435 -0.9425 -0.9768 -0.9645 -0.9748 -0.9795 -0.966 -0.9797 -0.957 -0.9601 -0.9594 -0.9645 -0.9541 -0.9631 -0.9623 -0.96 -0.9706 -0.9719 -0.9567 -0.9478 -0.9761 -0.9777
"STANDING" 22 0.2791 -0.0159 -0.105 -0.985 -0.9227 -0.9422 0.9541 -0.2264 0.0324 -0.9928 -0.9711 -0.9589 0.0752 0.0107 -0.0063 -0.9756 -0.9523 -0.9815 -0.0275 -0.069 0.0733 -0.9178 -0.9647 -0.9606 -0.0975 -0.0421 -0.0513 -0.9497 -0.9849 -0.9798 -0.9548 -0.9399 -0.9548 -0.9399 -0.9759 -0.9588 -0.9316 -0.9008 -0.9786 -0.9661 -0.9804 -0.9292 -0.9571 -0.9874 -0.9237 -0.9384 -0.975 -0.9521 -0.9776 -0.9788 -0.9562 -0.9843 -0.917 -0.9707 -0.9623 -0.9199 -0.9622 -0.9637 -0.949 -0.9437 -0.9597 -0.9567 -0.9321 -0.9002 -0.9684 -0.9653
"STANDING" 23 0.2779 -0.0177 -0.1106 -0.9854 -0.9584 -0.9294 0.9199 -0.1174 -0.2236 -0.9846 -0.9848 -0.9472 0.075 0.0106 -0.0053 -0.9831 -0.9752 -0.9736 -0.0327 -0.0652 0.0817 -0.942 -0.9481 -0.9624 -0.0981 -0.0417 -0.0548 -0.9728 -0.9725 -0.9847 -0.9572 -0.9517 -0.9572 -0.9517 -0.9787 -0.9748 -0.9384 -0.9238 -0.9764 -0.9724 -0.9836 -0.9628 -0.9452 -0.9863 -0.958 -0.9261 -0.9833 -0.9752 -0.9696 -0.9845 -0.9772 -0.9762 -0.9475 -0.9528 -0.9679 -0.9417 -0.9459 -0.9642 -0.958 -0.9553 -0.9738 -0.9751 -0.9446 -0.9248 -0.9726 -0.9738
"STANDING" 24 0.2803 -0.0145 -0.1082 -0.9873 -0.9369 -0.9303 0.9664 -0.1452 -0.0531 -0.9922 -0.9682 -0.9462 0.0746 0.011 -0.0036 -0.9806 -0.9677 -0.9777 -0.0279 -0.0693 0.0771 -0.9607 -0.9673 -0.97 -0.0992 -0.0432 -0.0517 -0.9759 -0.982 -0.9833 -0.9501 -0.9479 -0.9501 -0.9479 -0.9776 -0.9731 -0.9545 -0.9531 -0.9824 -0.98 -0.9842 -0.949 -0.9538 -0.9889 -0.9345 -0.9238 -0.9812 -0.9677 -0.9742 -0.9817 -0.9702 -0.9799 -0.9585 -0.9704 -0.9701 -0.9619 -0.9658 -0.9727 -0.9601 -0.9495 -0.9723 -0.9732 -0.9639 -0.9544 -0.9811 -0.9798
"STANDING" 25 0.278 -0.0164 -0.1074 -0.992 -0.9546 -0.9646 0.9298 -0.1593 0.2012 -0.9931 -0.9806 -0.9678 0.0752 0.0066 -0.0062 -0.9883 -0.9723 -0.9871 -0.0248 -0.0699 0.0853 -0.9714 -0.9768 -0.9718 -0.1005 -0.0418 -0.0557 -0.9779 -0.9872 -0.9807 -0.9727 -0.9681 -0.9727 -0.9681 -0.9846 -0.9826 -0.9671 -0.9599 -0.9851 -0.9832 -0.9901 -0.9598 -0.9741 -0.9929 -0.9542 -0.9621 -0.9884 -0.9726 -0.9848 -0.9893 -0.974 -0.9879 -0.9681 -0.9784 -0.9705 -0.9727 -0.976 -0.975 -0.9724 -0.9702 -0.9823 -0.9821 -0.969 -0.9611 -0.984 -0.9831
"STANDING" 26 0.2811 -0.0167 -0.1102 -0.9931 -0.9495 -0.963 0.9655 -0.1403 0.0884 -0.9927 -0.967 -0.9642 0.0754 0.0082 -0.0022 -0.9905 -0.9759 -0.9867 -0.0245 -0.0731 0.0777 -0.9738 -0.9824 -0.9749 -0.1004 -0.0409 -0.0533 -0.9785 -0.9898 -0.986 -0.9685 -0.9627 -0.9685 -0.9627 -0.987 -0.9826 -0.9687 -0.9627 -0.9885 -0.9843 -0.992 -0.9584 -0.9732 -0.9937 -0.9478 -0.96 -0.9906 -0.9763 -0.9846 -0.9913 -0.9774 -0.9874 -0.9694 -0.9839 -0.9745 -0.9753 -0.9817 -0.9774 -0.9706 -0.9639 -0.9829 -0.9811 -0.9723 -0.963 -0.9858 -0.9833
"STANDING" 27 0.2796 -0.0166 -0.1078 -0.992 -0.9552 -0.9624 0.9654 -0.1885 -0.0056 -0.994 -0.9796 -0.9682 0.075 0.0122 -0.0014 -0.9876 -0.9758 -0.9874 -0.0267 -0.0675 0.0717 -0.9699 -0.9825 -0.9813 -0.0988 -0.0417 -0.0514 -0.9826 -0.9908 -0.989 -0.9728 -0.9664 -0.9728 -0.9664 -0.9853 -0.9842 -0.9687 -0.9657 -0.9895 -0.9888 -0.9901 -0.9614 -0.9741 -0.9929 -0.9544 -0.9589 -0.9878 -0.9759 -0.9851 -0.9886 -0.9776 -0.9882 -0.9701 -0.9837 -0.9809 -0.9702 -0.9819 -0.9831 -0.9732 -0.9675 -0.9842 -0.983 -0.9755 -0.9654 -0.9894 -0.9886
"STANDING" 28 0.2778 -0.0173 -0.1066 -0.9777 -0.8757 -0.9051 0.9485 -0.2477 -0.0386 -0.9901 -0.9628 -0.9518 0.0753 0.0091 -0.0027 -0.9686 -0.9338 -0.9698 -0.0253 -0.0739 0.0865 -0.884 -0.94 -0.9255 -0.1022 -0.0431 -0.0526 -0.9283 -0.973 -0.9565 -0.9255 -0.9177 -0.9255 -0.9177 -0.9596 -0.9541 -0.8942 -0.8769 -0.9597 -0.9563 -0.9725 -0.8934 -0.9345 -0.9803 -0.8745 -0.8976 -0.9685 -0.9352 -0.9648 -0.9717 -0.937 -0.9736 -0.8804 -0.9482 -0.9267 -0.8867 -0.9361 -0.932 -0.9291 -0.9239 -0.9527 -0.955 -0.9097 -0.8785 -0.9588 -0.956
"STANDING" 29 0.278 -0.0173 -0.1087 -0.9961 -0.9693 -0.9802 0.9745 -0.0585 0.0316 -0.9968 -0.9851 -0.9845 0.0753 0.0115 3e-04 -0.9937 -0.9833 -0.9906 -0.0276 -0.0721 0.0828 -0.978 -0.9904 -0.9834 -0.0989 -0.0405 -0.0545 -0.9833 -0.9955 -0.9907 -0.9847 -0.9817 -0.9847 -0.9817 -0.9908 -0.9905 -0.9807 -0.9754 -0.9921 -0.9915 -0.995 -0.9733 -0.9841 -0.9966 -0.9683 -0.9788 -0.9937 -0.9832 -0.9885 -0.9941 -0.9848 -0.9913 -0.9745 -0.9916 -0.9837 -0.9792 -0.9896 -0.9847 -0.9845 -0.9822 -0.9898 -0.9903 -0.9809 -0.9759 -0.9917 -0.9915
"STANDING" 30 0.2771 -0.017 -0.1088 -0.9776 -0.8917 -0.9129 0.9686 -0.1003 0.0243 -0.9964 -0.9581 -0.9492 0.0752 0.0121 0.0019 -0.9684 -0.9573 -0.9689 -0.0276 -0.067 0.0803 -0.9114 -0.9407 -0.9308 -0.0997 -0.0438 -0.052 -0.9601 -0.9681 -0.9708 -0.9306 -0.9166 -0.9306 -0.9166 -0.9712 -0.9508 -0.9139 -0.8872 -0.973 -0.956 -0.972 -0.9195 -0.9381 -0.9804 -0.8856 -0.9073 -0.9679 -0.9574 -0.9629 -0.9722 -0.9604 -0.974 -0.9157 -0.9456 -0.9378 -0.9117 -0.9395 -0.9352 -0.932 -0.9217 -0.9534 -0.9466 -0.9174 -0.8889 -0.9592 -0.955
"WALKING" 1 0.2773 -0.0174 -0.1111 -0.2837 0.1145 -0.26 0.9352 -0.2822 -0.0681 -0.9766 -0.9713 -0.9477 0.074 0.0283 -0.0042 -0.1136 0.067 -0.5027 -0.0418 -0.0695 0.0849 -0.4735 -0.0546 -0.3443 -0.09 -0.0398 -0.0461 -0.2074 -0.3045 -0.4043 -0.137 -0.2197 -0.137 -0.2197 -0.1414 -0.0745 -0.161 -0.187 -0.2987 -0.3253 -0.2028 0.0897 -0.3316 -0.3191 0.056 -0.2797 -0.1705 -0.0352 -0.469 -0.1336 0.1067 -0.5347 -0.339 -0.1031 -0.2559 -0.5167 -0.0335 -0.4366 -0.1286 -0.398 -0.0571 -0.1035 -0.1993 -0.321 -0.3193 -0.3816
"WALKING" 2 0.2764 -0.0186 -0.1055 -0.4236 -0.0781 -0.4253 0.913 -0.3466 0.0847 -0.9727 -0.9721 -0.9721 0.0618 0.0182 0.0079 -0.2775 -0.0166 -0.5861 -0.053 -0.0482 0.0828 -0.5616 -0.5385 -0.4811 -0.0819 -0.0538 -0.0515 -0.3895 -0.6341 -0.4355 -0.2904 -0.4225 -0.2904 -0.4225 -0.2814 -0.1642 -0.4465 -0.553 -0.5479 -0.5578 -0.346 -0.0219 -0.4538 -0.4577 -0.1692 -0.4552 -0.3046 -0.0788 -0.555 -0.3143 -0.0153 -0.6159 -0.4297 -0.5548 -0.3967 -0.6041 -0.533 -0.5599 -0.3243 -0.5771 -0.1691 -0.1641 -0.5307 -0.6518 -0.5832 -0.5581
"WALKING" 3 0.2756 -0.0172 -0.1127 -0.3604 -0.0699 -0.3874 0.9365 -0.262 -0.1381 -0.9778 -0.9624 -0.9521 0.0815 0.0101 -0.0056 -0.2687 -0.045 -0.5295 -0.0256 -0.0779 0.0813 -0.5719 -0.5638 -0.4767 -0.0952 -0.0388 -0.0504 -0.3859 -0.6391 -0.5367 -0.2547 -0.3284 -0.2547 -0.3284 -0.28 -0.1399 -0.4664 -0.5615 -0.5661 -0.5674 -0.3166 -0.0813 -0.4124 -0.3793 -0.124 -0.423 -0.3047 -0.1405 -0.5141 -0.2966 -0.0056 -0.5435 -0.4378 -0.5615 -0.4181 -0.6151 -0.5689 -0.5459 -0.29 -0.4564 -0.1868 -0.0899 -0.5698 -0.6326 -0.6078 -0.5491
"WALKING" 4 0.2786 -0.0148 -0.1114 -0.4408 -0.0788 -0.5863 0.964 -0.0859 0.1278 -0.9838 -0.968 -0.963 0.0784 0.003 -8e-04 -0.297 -0.2212 -0.7514 -0.0318 -0.0727 0.0806 -0.5009 -0.6654 -0.6626 -0.1153 -0.0393 -0.0551 -0.4923 -0.8074 -0.6405 -0.3121 -0.5277 -0.3121 -0.5277 -0.3667 -0.3169 -0.4978 -0.5531 -0.6813 -0.7301 -0.4267 -0.1494 -0.631 -0.4472 -0.1018 -0.5942 -0.3589 -0.2796 -0.729 -0.2973 -0.2099 -0.7724 -0.3734 -0.6885 -0.6014 -0.5426 -0.6547 -0.7165 -0.4508 -0.6512 -0.3186 -0.3205 -0.6093 -0.5939 -0.7243 -0.7578
"WALKING" 5 0.2778 -0.0173 -0.1077 -0.2941 0.0767 -0.457 0.9726 -0.1004 0.0025 -0.9793 -0.9616 -0.9646 0.0846 -0.0163 1e-04 -0.3029 -0.091 -0.6129 -0.0489 -0.069 0.0815 -0.4909 -0.5046 -0.3187 -0.0888 -0.045 -0.0483 -0.3577 -0.5714 -0.1577 -0.1583 -0.3772 -0.1583 -0.3772 -0.2883 -0.2822 -0.3559 -0.4922 -0.4445 -0.4892 -0.2878 0.0095 -0.4903 -0.2975 0.0426 -0.4831 -0.345 -0.1811 -0.5905 -0.3214 -0.0545 -0.6334 -0.3727 -0.514 -0.2131 -0.5294 -0.5027 -0.4204 -0.305 -0.5196 -0.2695 -0.3057 -0.4843 -0.5897 -0.5481 -0.4557
"WALKING" 6 0.2837 -0.0169 -0.1103 -0.2965 0.1642 -0.5043 0.9581 -0.2147 0.0332 -0.9778 -0.9642 -0.9572 0.07 -0.0165 -0.0074 -0.1328 0.0081 -0.5758 -0.0255 -0.0744 0.0839 -0.446 -0.3317 -0.3831 -0.0879 -0.0362 -0.054 -0.1826 -0.4164 -0.1667 -0.1668 -0.2667 -0.1668 -0.2667 -0.1951 -0.0706 -0.2812 -0.3656 -0.3213 -0.3647 -0.1879 0.1408 -0.4985 -0.3452 0.1017 -0.5505 -0.1509 -0.0754 -0.5414 -0.1927 0.0314 -0.6086 -0.2397 -0.3414 -0.2036 -0.5153 -0.332 -0.5122 -0.2014 -0.4217 -0.0554 -0.0965 -0.3297 -0.5106 -0.3665 -0.4081
